1599277713;0;0
1599277718;0;81920
1599277723;0;36864
1599277728;0;53248
1599277733;0;503808
1599277738;0;90112
1599277743;24576;0
1599277748;0;0
1599277753;0;0
1599277758;0;0
1599277763;0;0
1599277768;0;0
1599277773;0;0
1599277778;0;0
1599279446;4096;0
1599279451;0;0
1599279456;0;118784
1599279461;0;36864
1599279466;0;49152
1599279471;0;16384
1599279476;0;53248
1599279481;0;0
1599279486;0;0
1599279491;0;0
1599279496;0;0
1599279501;0;24576
1599279506;0;69632
1599279511;0;258048
1599279516;0;24576
1599279521;0;40960
1599279526;0;0
1599279531;0;200704
1599279536;0;0
1599279541;0;0
1599279546;0;0
1599279551;0;0
1599279556;0;86016
1599279561;0;0
1599279566;0;0
1599279571;0;0
1599279576;0;0
1599279581;0;45056
1599279586;0;73728
1599279591;0;24576
1599279596;0;73728
1599279601;0;20480
1599279606;0;69632
1599279611;0;20480
1599279616;0;102400
1599279621;0;0
1599279626;0;0
1599279631;0;0
1599279636;0;0
1599279641;0;0
1599279646;0;0
1599279651;0;0
1599279656;0;0
1599279661;0;0
1599279666;0;0
1599279671;0;0
1599279676;0;0
1599279681;0;0
1599279686;0;0
1599279691;0;0
1599279696;0;0
1599279701;0;0
1599279706;0;0
