1599277713;16.3066
1599277718;16.3066
1599277723;16.2551
1599277728;16.2551
1599277733;16.2551
1599277738;16.2551
1599277743;16.2551
1599277748;16.2551
1599277753;16.2551
1599277758;16.2551
1599277763;16.358
1599277768;16.358
1599277773;16.2551
1599277778;16.2551
1599279446;16.7181
1599279451;16.7695
1599279456;17.0782
1599279461;17.644
1599279466;17.6955
1599279471;17.644
1599279476;17.644
1599279481;17.644
1599279486;17.644
1599279491;17.644
1599279496;17.644
1599279501;17.6955
1599279506;17.5926
1599279511;17.5926
1599279516;17.5926
1599279521;17.644
1599279526;17.5926
1599279531;17.644
1599279536;17.7469
1599279541;17.5926
1599279546;17.5926
1599279551;17.5926
1599279556;17.7469
1599279561;17.7469
1599279566;17.7469
1599279571;17.5926
1599279576;17.5926
1599279581;17.8498
1599279586;17.8498
1599279591;18.4156
1599279596;18.5185
1599279601;18.5185
1599279606;18.57
1599279611;18.6214
1599279616;18.4671
1599279621;18.5185
1599279626;18.5185
1599279631;18.57
1599279636;18.57
1599279641;18.5185
1599279646;18.5185
1599279651;18.57
1599279656;18.57
1599279661;18.57
1599279666;18.5185
1599279671;18.57
1599279676;18.6214
1599279681;18.57
1599279686;18.5185
1599279691;18.5185
1599279696;18.4671
1599279701;18.4671
1599279706;18.4671
